,id,country,coord_1,coord_2,coord_3,coord_4
0,5405,tanzania,39.272457372000098,-6.837613928999930,39.275100947000098,-6.835525044999930
1,5397,tanzania,39.241957888999998,-6.763698098999950,39.246311653000099,-6.759352424999970
2,5370,tanzania,39.318240826000100,-6.993321133999940,39.331807378000100,-6.977737875999920
3,5027,tanzania,39.251924451069300,-6.836261310786640,39.272834433976797,-6.818383916414760
4,5021,tanzania,39.275784739770302,-6.816046591464930,39.286801602868998,-6.797411664978100
5,5011,tanzania,39.268301582501998,-6.820120759598110,39.280406952113402,-6.811935759177890
6,5006,senegal,-16.513630122448799,15.970710021929900,-16.508016795291500,16.021119943098700
7,4979,algeria,-8.061838831079450,27.717790193593700,-7.994366936492320,27.757546924596600
8,4909,upper nile,32.799296312791803,12.359731193951999,32.807212398771000,12.379324733411501
9,4857,uganda,32.161729886503799,1.937610649738060,32.174647405119501,1.944859180558620
10,4548,palestinian territories,35.331615300760703,31.801782505105301,35.338825078592699,31.808766769665400
11,4547,palestinian territories,35.323896408631498,31.809535157151299,35.340225697114199,31.814330794720501
12,4546,palestinian territories,35.150587171500703,31.410412871347599,35.155356139129204,31.416034849488600
13,4379,malawi,33.805784591881803,-13.059428665145100,34.005453712574599,-12.814218182102501
14,4367,grenada,-61.655779842696802,12.208311607066300,-61.624664482337799,12.232523315250001
15,4364,saint vincent and the grenadines,-61.174526790154196,13.372794787523400,-61.161497885213002,13.383216754095701
16,4360,uganda,32.612118035663798,0.242738343009066,32.641686424451599,0.281493584469985
17,4339,botswana,22.160476570348202,-19.499540154033401,22.168235944997900,-19.485860830286001
18,4265,mozambique,35.118945826290002,-22.018995671100001,35.169049490690000,-21.960360247330001
19,4058,indonesia,110.428533256205000,-7.085433945320190,110.500923176163994,-7.006148088663220
20,4057,indonesia,110.395831919108005,-6.977502436787860,110.446105580907997,-6.936787210361330
21,4052,indonesia,110.449540105292002,-7.040648618438750,110.503882952037003,-6.962640082373750
22,4048,indonesia,110.441700014443995,-6.999895345293850,110.505357751158996,-6.931527643186030
23,3981,senegal,-12.792507872379799,12.628188341476500,-12.787894472874200,12.632554842655299
24,3980,senegal,-12.834071436888999,12.625393381977601,-12.807978907592100,12.640678267571399
25,3979,senegal,-11.614671521085199,12.619509253864299,-11.607319208488800,12.626398193078700
26,3978,senegal,-12.333443830539300,12.377101814489500,-12.316832542419400,12.390434347270601
27,3977,senegal,-12.315168715357300,12.529487648037000,-12.300384379267200,12.542997880986499
28,3952,malawi,35.209626154153703,-16.897697582226499,35.316987836196901,-16.669229157448999
29,3941,chad,18.950042724612100,17.810148616995502,18.954162597656200,17.812763550545998
30,3771,philippines,124.804902076721007,11.194947160163400,124.814836978911998,11.204524470304801
31,3769,palestinian territories,35.389850000000003,32.151850000000003,35.399830000000001,32.158580000000001
32,3768,palestinian territories,35.497210000000003,32.264400000000002,35.507190000000001,32.271120000000003
33,3767,palestinian territories,35.474100000000000,32.324399999999997,35.484079999999999,32.331119999999999
34,3765,palestinian territories,35.506250000000001,32.337980000000002,35.516219999999997,32.344700000000003
35,3764,palestinian territories,35.513280000000002,32.355530000000002,35.523260000000001,32.362250000000003
36,3763,palestinian territories,35.506149999999998,32.338110000000000,35.516129999999997,32.344830000000002
37,3761,palestinian territories,35.164690000000000,31.378969999999999,35.174669999999999,31.385750000000002
